위도,경도
37.6332392,127.0252263
37.6331381,127.0249784
37.6331381,127.0249784
37.6335173,127.0250754
37.6330635,127.0246735
37.6332523,127.0246257
37.6331116,127.0261344
37.6331662,127.0262016
37.6322504,127.0265988
37.6322504,127.0265988
37.6330218,127.0261695
37.6314635,127.0262352
37.6314635,127.0262352
37.6324163,127.0259508
37.6320492,127.0262389
37.6317799,127.0263557
37.6315374,127.0264608
37.6315831,127.0265395
37.6317718,127.0264691
37.6329474,127.0258986
37.6331271,127.0258283
37.6322111,127.0262028
37.6322111,127.0262028
37.6326774,127.0259361
37.6326642,127.0254264
37.632799,127.0253794
37.6329952,127.0251389
37.6325999,127.02528
37.6321329,127.025456
37.6321329,127.025456
37.6324553,127.0252252
37.6328595,127.0250727
37.631875,127.0258673
37.6317132,127.025926
37.6317286,127.0255973
37.631648,127.0256663
37.6316649,127.0255301
37.6318178,127.0254941
37.6318178,127.0254941
37.6324048,127.0256564
37.6323051,127.0255784
37.6323485,127.0253852
37.6328359,127.0254809
37.631895,127.0250173
37.6325527,127.0250087
37.6322293,127.0251262
37.632273,127.024967
37.6324436,127.0248968
37.6327132,127.024814
37.6324954,127.0246242
37.6316528,127.0251564
37.6317679,127.0249056
37.6315254,127.0249994
37.6314266,127.0250347
37.6325417,127.0247709
37.6320026,127.0249592
37.6317098,127.0244192
37.6311098,127.0248689
37.6325912,127.0242264
37.63146,127.0247171
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6309851,127.0261281
37.6310171,127.0267395
37.6308815,127.0266846
37.6308891,127.0265146
37.6308891,127.0265146
37.6306747,127.0267326
37.6312687,127.0266456
37.6279673,127.0283992
37.6279673,127.0283992
37.62984,127.0271287
37.62984,127.0271287
37.62984,127.0271287
37.62984,127.0271287
37.6270905,127.0269719
37.6270905,127.0269719
37.6270905,127.0269719
37.6265025,127.026685
37.6271044,127.0264619
37.6268802,127.0266008
37.6268311,127.0272018
37.6266249,127.0273178
37.6275336,127.0282576
37.6275336,127.0282576
37.6268188,127.027893
37.6269027,127.0282318
37.6273393,127.027637
37.6272482,127.0275136
37.6272997,127.0282946
37.6273699,127.0280671
37.6270644,127.0281731
37.6274821,127.0285641
37.6274821,127.0285641
37.6274821,127.0285641
37.6274821,127.0285641
37.6274821,127.0285641
37.6274821,127.0285641
37.6274821,127.0285641
37.6272645,127.0273095
37.6269523,127.0276874
37.6305153,127.0238004
37.630318,127.0239049
37.6300757,127.0240214
37.6300757,127.0240214
37.6296994,127.0242869
37.6297521,127.0241162
37.6296443,127.024163
37.629465,127.0242673
37.629375,127.0242798
37.6290263,127.0246129
37.628899,127.0244673
37.6292222,127.0243271
37.6280573,127.0251127
37.6284684,127.0246995
37.6278058,127.0252066
37.6278058,127.0252066
37.6278058,127.0252066
37.6273745,127.0253481
37.6274912,127.02529
37.6272018,127.0251691
37.6268629,127.0255927
37.6263495,127.0256107
37.6265186,127.0253593
37.62615,127.0243672
37.62615,127.0243672
37.62621,127.0250914
37.6265239,127.0249061
37.6266326,127.024984
37.6266572,127.0246778
37.6265303,127.0245888
37.626527,127.0241923
37.6264742,127.0243403
37.6266764,127.0248248
37.6264431,127.0249411
37.6264147,127.0247829
37.6264587,127.0246464
37.6263556,127.0252595
37.6263126,127.0244217
37.6261544,127.0248996
37.6276535,127.0242116
37.6271996,127.0248973
37.6270816,127.0247968
37.6269518,127.0243567
37.6267246,127.0241218
37.6272895,127.0248734
37.6274638,127.0241574
37.6272661,127.024228
37.6273587,127.0245213
37.6274304,127.0244751
37.6276819,127.0243812
37.6277189,127.0245053
37.6277189,127.0245053
37.6275483,127.0245755
37.6273956,127.0246341
37.6269639,127.0247304
37.6270895,127.0246608
37.6268899,127.0244935
37.6280497,127.0241838
37.6278431,127.0242658
37.6277407,127.0238706
37.6279385,127.0238114
37.6288154,127.0241625
37.6280367,127.0237081
37.6285825,127.0243354
37.628357,127.0243044
37.628535,127.0240302
37.6284001,127.0240659
37.6290298,127.0239444
37.6291462,127.0238523
37.6287963,127.0240381
37.6283245,127.0236364
37.6281629,127.0237065
37.6282065,127.023536
37.628854,127.0233802
37.6279498,127.0240945
37.6283346,127.0237722
37.6285052,127.023702
37.6284949,127.0235435
37.6289484,127.0239002
37.6289484,127.0239002
37.6287315,127.0238237
37.6282234,127.0244874
37.6290997,127.0236716
37.6290719,127.0235813
37.6287037,127.0237334
37.6287037,127.0237334
37.6281114,127.0240244
37.6290347,127.0234459
37.6279719,127.0245813
37.630245,127.022705
37.6300265,127.0235235
37.6300989,127.0235566
37.6299407,127.0229582
37.6297144,127.0239128
37.6295524,127.0239376
37.6295524,127.0239376
37.6296124,127.0235629
37.6300517,127.0232966
37.6299429,127.0232187
37.6295406,127.0235979
37.6303682,127.0234398
37.6292964,127.0234878
37.6302936,127.0231348
37.629919,127.0236042
37.629461,127.0237802
37.629461,127.0237802
37.629461,127.0237802
37.6297084,127.0231878
37.6297442,127.0231647
37.630418,127.0229293
37.6298322,127.022903
37.6299308,127.022845
37.6293044,127.0233744
37.6305202,127.0233018
37.6291229,127.0232181
37.62942,127.0231803
37.6295187,127.0231336
37.6294817,127.0230208
37.6292304,127.0231374
37.6300723,127.022526
37.6292375,127.0229107
37.6290627,127.0224712
37.6289729,127.0225064
37.6290331,127.0221657
37.6289254,127.0222124
37.6289873,127.0220643
37.629332,127.0223544
37.6293976,127.0226594
37.6296559,127.0222935
37.6294991,127.0218537
37.6290758,127.0229695
37.6294763,127.0223638
37.6291013,127.0227766
37.6292898,127.0226948
37.6292526,127.0225593
37.6292143,127.0222766
37.6293041,127.0222415
37.6292392,127.022027
37.6297109,127.0224061
37.6296147,127.0227585
37.6296147,127.0227585
37.6296211,127.0224412
37.6291271,127.022629
37.6289049,127.0230057
37.6284204,127.02325
37.6286219,127.0225563
37.6288194,127.0224744
37.6284519,127.0227058
37.6285507,127.0226592
37.6281161,127.0224043
37.6279713,127.0234258
37.627665,127.0234298
37.6276548,127.0232826
37.6276086,127.0231473
37.6287961,127.0229165
37.6287239,127.0229061
37.628103,127.0230049
37.6283738,127.023058
37.6283738,127.023058
37.6283738,127.023058
37.6280701,127.0233792
37.6285639,127.0231688
37.6280123,127.0229268
37.6282713,127.0226515
37.628162,127.022517
37.6279375,127.0225992
37.6279364,127.0224746
37.6279364,127.0224746
37.6278725,127.023461
37.6278806,127.0233477
37.6277882,127.023077
37.6278958,127.0230076
37.6274322,127.0236027
37.6272946,127.02331
37.6266309,127.0236812
37.6271087,127.0237089
37.6268116,127.0237355
37.6267499,127.0239062
37.6268724,127.0234628
37.6269986,127.0234725
37.6273155,127.0236609
37.6273318,127.0234455
37.6274126,127.0234104
37.6263498,127.0234696
37.6260085,127.0235987
37.6259805,127.0234858
37.6257816,127.0233977
37.6259697,127.0232593
37.6263472,127.0231524
37.6263628,127.0239452
37.6263638,127.0240698
37.6263638,127.0240698
37.6259844,127.0239502
37.6258844,127.0238495
37.6263708,127.022733
37.626174,127.0229055
37.626174,127.0229055
37.6261362,127.0227021
37.6258659,127.0226943
37.6258379,127.0225813
37.6263512,127.0225406
37.6257345,127.0231491
37.6256975,127.0230363
37.6261981,127.022554
37.6256228,127.0227201
37.6261337,127.0223962
37.6261337,127.0223962
37.6261337,127.0223962
37.6261337,127.0223962
37.6261337,127.0223962
37.6261337,127.0223962
37.626034,127.0223182
37.6259059,127.022082
37.6260135,127.0220239
37.6257104,127.0224131
37.6257797,127.0220836
37.6256712,127.0220397
37.6254101,127.0220545
37.6255023,127.0223138
37.6257003,127.0222886
37.6265474,127.0233877
37.6269585,127.0229858
37.6265373,127.0232632
37.6265179,127.0230936
37.6267216,127.0226604
37.6267699,127.0230563
37.626742,127.0229547
37.6266441,127.0231032
37.6267001,127.0233291
37.6265784,127.021688
37.6266062,127.0217783
37.626629,127.0223557
37.6267105,127.0224113
37.6266542,127.0221402
37.627209,127.0216798
37.6269385,127.0216493
37.6268111,127.0215037
37.6269231,127.0219667
37.6271087,127.0226214
37.6271616,127.0224847
37.6269978,127.022283
37.6271685,127.0222241
37.6270594,127.0221122
37.6269606,127.0221475
37.6270129,127.0219316
37.6271205,127.0218735
37.6270373,127.021614
37.6270906,127.0215227
37.6269907,127.0214334
37.6272116,127.0230845
37.6276905,127.0221493
37.6276055,127.0216859
37.6275867,127.0215842
37.6275785,127.0227738
37.6275061,127.0216419
37.6280134,127.0219751
37.6279588,127.0219079
37.6279577,127.0217832
37.6278938,127.0216821
37.6279824,127.0214997
37.6278047,127.0217966
37.628247,127.0218928
37.628453,127.0217428
37.6285705,127.0217866
37.6283179,127.0217559
37.6284459,127.0219808
37.6282932,127.0220394
37.6283928,127.0220948
37.628497,127.0216176
37.6284869,127.0214818
37.6285217,127.021334
37.6285119,127.0212435
37.6283592,127.0213022
37.6281795,127.0213612
37.6280592,127.0209776
37.6280592,127.0209776
37.6282449,127.0216435
37.6281669,127.0209308
37.6284005,127.0208485
37.628175,127.0208174
37.62883,127.0215679
37.6287223,127.021626
37.6287559,127.021331
37.6288997,127.0212838
37.6289049,127.0219068
37.6288738,127.0214201
37.628624,127.0206303
37.6289573,127.0217135
37.6287539,127.0210818
37.628581,127.0208801
37.628581,127.0208801
37.6288501,127.0207293
37.6292998,127.0217204
37.6292535,127.0215737
37.6290517,127.0211458
37.6289875,127.0210107
37.6292327,127.0212341
37.6258388,127.0292426
37.6258388,127.0292426
37.626429,127.0298013
37.6264126,127.0299941
37.6269632,127.0323094
37.6256129,127.0324628
37.6282769,127.0309895
37.6286405,127.0302824
37.6286405,127.0302824
37.6284219,127.0299907
37.6284219,127.0299907
37.6284219,127.0299907
37.6254449,127.0306524
37.6253104,127.0307335
37.6255778,127.0303788
37.6253987,127.0305171
37.6281989,127.0302655
37.6258178,127.0299792
37.6261568,127.0306658
37.6258611,127.0308623
37.6256101,127.0310241
37.6256619,127.0307516
37.6262174,127.0303592
37.6282486,127.0297437
37.6260383,127.0304974
37.626498,127.0305255
37.6262065,127.0301327
37.6262228,127.0299286
37.6262228,127.0299286
37.625875,127.0303636
37.6251009,127.0304643
37.6278393,127.0303721
37.6274992,127.0306484
37.6272859,127.0310137
37.6275455,127.0307951
37.6287797,127.0307791
37.6286707,127.0306672
37.6281978,127.0312398
37.6280367,127.0313665
37.6282743,127.0306724
37.6280237,127.0308795
37.6278536,127.0310177
37.6284664,127.0310211
37.6284664,127.0310211
37.627852,127.0308251
37.6279662,127.0304611
37.6278887,127.029805
37.6278176,127.0299192
37.6268699,127.0319254
37.6268803,127.0320952
37.6273101,127.0317611
37.6274711,127.0316231
37.627437,127.0318501
37.627258,127.0319997
37.6272574,127.0308328
37.6271683,127.0309473
37.6275403,127.0312597
37.6262591,127.0321599
37.6257551,127.0322231
37.6257551,127.0322231
37.6289499,127.0306523
37.6278651,127.0313121
37.6278936,127.031493
37.6262935,127.0308567
37.6256068,127.0317152
37.6256068,127.0317152
37.628533,127.0303631
37.6283145,127.0300827
37.6280049,127.0296902
37.6280049,127.0296902
37.6276965,127.0316315
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6261018,127.0316521
37.6270262,127.0311983
37.6288588,127.0305288
37.6270559,127.0315265
37.6268126,127.0315296
37.627059,127.0319116
37.6265909,127.031963
37.6261331,127.0321729
37.6264573,127.032146
37.6248425,127.0231494
37.6252489,127.0232688
37.6251024,127.0229875
37.6245506,127.0227228
37.6244509,127.0226561
37.6247191,127.0223921
37.6246383,127.0224271
37.6243957,127.0225209
37.6244126,127.0223847
37.6246283,127.0223139
37.6246289,127.0234808
37.625083,127.0228178
37.6252341,127.0225666
37.6249287,127.0226839
37.6250174,127.0225128
37.6250517,127.0222971
37.6249427,127.0221965
37.62527,127.0236423
37.6253444,127.0239246
37.6254064,127.0237878
37.6253774,127.0235503
37.6250253,127.0245631
37.6248857,127.0240212
37.6248286,127.0236594
37.6252546,127.0239597
37.6251152,127.0245393
37.6250962,127.0244149
37.6252175,127.0238243
37.6251942,127.0242777
37.6255729,127.0243181
37.6253936,127.0244224
37.6254187,127.0241955
37.625329,127.024242
37.6249689,127.0242806
37.6251429,127.0235194
37.6257798,127.0253689
37.6258864,127.025175
37.6255959,127.0249182
37.6256239,127.0250311
37.625534,127.0250549
37.6254663,127.0255883
37.6254663,127.0255883
37.6254743,127.0254635
37.6253665,127.0255103
37.6253179,127.0250804
37.6250575,127.0251858
37.6252002,127.025014
37.6252721,127.0249904
37.6253619,127.0249439
37.6252069,127.0247307
37.6257448,127.025494
37.6252483,127.0253759
37.625686,127.024917
37.6256573,127.0247135
37.625083,127.0260917
37.6258557,127.0258324
37.624732,127.0261416
37.6244277,127.0263948
37.6254058,127.0259063
37.6257567,127.025845
37.6250082,127.0257642
37.6243636,127.0251722
37.6243636,127.0251722
37.6241112,127.0251641
37.6243896,127.0250472
37.6245323,127.025963
37.6243348,127.0260562
37.6244772,127.0258391
37.6249512,127.0254024
37.6245761,127.0258151
37.6249364,127.0257991
37.6247658,127.0258693
37.6248861,127.0251653
37.624961,127.0255042
37.6246142,127.024965
37.6247783,127.0252007
37.6248545,127.0256982
37.6247344,127.0253373
37.6244224,127.0257491
37.6246975,127.0252358
37.6245287,127.0255325
37.6242584,127.0255247
37.6244736,127.0253973
37.6241764,127.0254125
37.624774,127.0246797
37.6247276,127.0245217
37.6246289,127.0245683
37.624474,127.0243551
37.6246345,127.0241491
37.6243559,127.0242433
37.6244088,127.0240954
37.6246153,127.0240134
37.6244702,127.023902
37.6242626,127.0238481
37.6245411,127.0237538
37.6245411,127.0237538
37.6243575,127.0244359
37.6240544,127.024825
37.6243148,127.0247197
37.6238779,127.0241816
37.6239512,127.0243279
37.6239796,127.0244975
37.6236883,127.0230512
37.6238305,127.0228115
37.6238769,127.0229695
37.6242221,127.0233162
37.6242413,127.0234518
37.6244298,127.0233701
37.6240289,127.0228316
37.6238895,127.0234111
37.6235238,127.0227702
37.62413,127.0230681
37.62414,127.0231926
37.6241234,127.0233628
37.62413,127.0230681
37.6242543,127.0228513
37.6241353,127.0226263
37.6242242,127.0224778
37.623729,127.0236171
37.6237537,127.0233336
37.6239049,127.0230937
37.6240633,127.023726
37.6236175,127.0231994
37.6239647,127.0226965
37.6239367,127.0225835
37.6238296,127.0237971
37.6240263,127.0236019
37.6242836,127.0231228
37.6235665,127.0235739
37.6233625,127.0239731
37.6233625,127.0239731
37.6231574,127.0231375
37.6235945,127.0236982
37.6233898,127.0229079
37.6234138,127.0236326
37.6234024,127.0233382
37.6231199,127.0229567
37.6231764,127.0232505
37.6241998,127.0260692
37.6236702,127.0252265
37.6238961,127.0253029
37.624036,127.0258788
37.6236262,127.0242529
37.6236786,127.0240596
37.6238938,127.0261185
37.6239833,127.0260381
37.6236134,127.0259863
37.6236134,127.0259863
37.6237356,127.0255089
37.623728,127.0245801
37.6237092,127.0244897
37.6237438,127.024308
37.6236843,127.0247505
37.6237751,127.0248287
37.6239892,127.0256642
37.6274,127.0229801
37.6274995,127.0219365
37.6272613,127.0225514
37.6273267,127.0217462
37.6271837,127.0229716
37.6274967,127.0226843
37.6276648,127.0223195
37.627475,127.0222427
37.6275367,127.0220833
37.6273368,127.0284301
37.6273368,127.0284301
37.6273368,127.0284301
37.6274323,127.0323826
37.6273435,127.0325424
37.6273435,127.0325424
37.6263614,127.0325438
37.6339486,127.0381218
37.6360824,127.0323952
37.6359757,127.0325779
37.6355266,127.0327423
37.6356466,127.030894
37.6356466,127.030894
37.6356223,127.0301352
37.6358279,127.0288295
37.6356727,127.0296813
37.6358988,127.0297917
37.6355206,127.0298193
37.6353393,127.0296856
37.6352573,127.0295734
37.6355904,127.0295351
37.6356024,127.0299088
37.6353972,127.0290504
37.6355554,127.0285725
37.6355567,127.0287311
37.6357187,127.0287063
37.6355503,127.0290484
37.6358177,127.0286937
37.6357215,127.0290462
37.6356599,127.0292283
37.6357419,127.0293405
37.635859,127.0293277
37.6358014,127.0299969
37.6357196,127.0288196
37.6355398,127.0288673
37.6358503,127.0304608
37.6359299,127.0302785
37.6359299,127.0302785
37.6375679,127.0300533
37.6370076,127.0309556
37.6369294,127.0302089
37.6367767,127.0313552
37.6370997,127.0300933
37.6371083,127.0300479
37.6371083,127.0300479
37.6371083,127.0300479
37.6375483,127.0298609
37.6369873,127.0306726
37.6372663,127.029536
37.6363309,127.0308398
37.6374575,127.0297714
37.6365421,127.0313242
37.6366522,127.0315608
37.6365529,127.0315394
37.6363346,127.0312929
37.6371567,127.0304552
37.6372294,127.0305335
37.6373823,127.0304976
37.6373006,127.0304193
37.6367562,127.0310609
37.6364935,127.030883
37.6364736,127.0306566
37.6367174,127.0307215
37.6365538,127.0305536
37.6369528,127.0308657
37.6368256,127.0307314
37.6367228,127.0302795
37.6367228,127.0302795
37.6368862,127.029337
37.6368328,127.029417
37.6368432,127.0295868
37.6363137,127.0298429
37.6362852,127.029662
37.6362367,127.0303425
37.6362367,127.0303425
37.6362367,127.0303425
37.6362367,127.0303425
37.6365109,127.0297158
37.6364473,127.0296486
37.6365806,127.0294203
37.6365611,127.0292506
37.6368229,127.0293038
37.6364233,127.0300228
37.6365302,127.0298741
37.6366741,127.0298383
37.6366014,127.0297599
37.6368123,127.0291113
37.6365485,127.0288088
37.6364031,127.0286634
37.6363483,127.0285622
37.6360319,127.0295407
37.6361573,127.0283494
37.63609,127.0289281
37.6359901,127.0288388
37.6360702,127.0287131
37.6359603,127.0284992
37.6365233,127.0290358
37.6365233,127.0290358
37.6362975,127.0289707
37.6364339,127.0291163
37.6362188,127.029255
37.6360388,127.02928
37.6363051,127.0287893
37.6374243,127.0268373
37.6371737,127.0270445
37.6371737,127.0270445
37.6371737,127.0270445
37.6371737,127.0270445
37.6365501,127.0279024
37.6374794,127.0269612
37.6369801,127.0276022
37.637109,127.0279405
37.6371817,127.0280075
37.6371194,127.0281103
37.6369103,127.0278864
37.6377037,127.026845
37.636803,127.0279784
37.636897,127.0284531
37.6367607,127.0283189
37.6374764,127.0265987
37.6368346,127.0285332
37.6365269,127.0283786
37.6364451,127.028289
37.6367632,127.0286248
37.6377515,127.0271843
37.6377515,127.0271843
37.6380282,127.0279512
37.6378981,127.027477
37.6370911,127.0290511
37.6372973,127.0289237
37.6382604,127.0277102
37.6373568,127.0284924
37.6381603,127.0275869
37.6380696,127.0275087
37.6380437,127.027645
37.6370417,127.0285192
37.637512,127.0287283
37.637447,127.0285026
37.6376288,127.0286928
37.6377177,127.0285444
37.6375359,127.0283541
37.6373175,127.0280964
37.6370523,127.0287117
37.6375326,127.0279576
37.6377311,127.027989
37.6379311,127.0282017
37.6372053,127.028687
37.6377282,127.0276378
37.6382072,127.0278129
37.6379486,127.0292325
37.6378914,127.028848
37.6378914,127.028848
37.6379426,127.0285075
37.6382542,127.0280502
37.6382542,127.0280502
37.6382542,127.0280502
37.6384678,127.0277188
37.638584,127.0276153
37.6385581,127.0277516
37.6385778,127.0279553
37.6387413,127.0281118
37.6388034,127.0279977
37.6381343,127.0288109
37.6383164,127.0290351
37.6380721,127.0289137
37.6373548,127.0293422
37.6373548,127.0293422
37.6375722,127.0294754
37.6375342,127.0292379
37.6374705,127.0291708
37.6377949,127.0291665
37.6376403,127.0289986
37.6376403,127.0289986
37.6379985,127.028722
37.637809,127.0297895
37.6381047,127.028494
37.6381047,127.028494
37.6382826,127.0282084
37.6382008,127.0281302
37.6385903,127.0283744
37.6384903,127.0282737
37.6378275,127.0265601
37.6378082,127.0264017
37.6388905,127.027634
37.6386785,127.0270476
37.6384609,127.0268805
37.638323,127.0265537
37.638323,127.0265537
37.636103,127.037131
37.6352666,127.0373231
37.6354465,127.0372867
37.635391,127.0371062
37.635354,127.036982
37.6358228,127.0370213
37.6354986,127.0370368
37.6354155,127.0367886
37.6355239,127.0368325
37.6353764,127.0375256
37.6350527,127.0376091
37.634972,127.0376554
37.6360498,127.0372336
37.6359323,127.0371898
37.6356988,127.0372835
37.6358886,127.037349
37.6356547,127.0373974
37.6351876,127.0375733
37.6352463,127.0370401
37.6350778,127.0373708
37.6353505,127.0365515
37.6352329,127.0364964
37.6353767,127.0364605
37.6356868,127.0369098
37.6354113,127.0373892
37.6346752,127.0377272
37.6346979,127.0371944
37.6349136,127.0371237
37.6348757,127.0368975
37.6347763,127.0368648
37.6348353,127.0374646
37.6348353,127.0374646
37.6350158,127.0363972
37.6349059,127.0361834
37.6348541,127.036456
37.6344415,127.0377869
37.6342701,127.0377664
37.6343755,127.0374365
37.6346376,127.0375351
37.6347914,127.0376011
37.634594,127.0377056
37.634594,127.0377056
37.6345037,127.0376841
37.6347195,127.0365257
37.63462,127.0364816
37.6348655,127.0367504
37.6349831,127.0368055
37.6345641,127.0373548
37.6346334,127.037014
37.6345232,127.0367661
37.6364058,127.0366965
37.6356905,127.0362639
37.6362593,127.0364038
37.6361712,127.0366542
37.6363706,127.036799
37.6362997,127.0369358
37.6362361,127.03688
37.6362011,127.0370051
37.6357792,127.0360928
37.6355731,127.0362314
37.6353562,127.0361549
37.635525,127.0358581
37.635642,127.0358453
37.6357147,127.0359123
37.6356225,127.0356643
37.6358926,127.0356381
37.6365381,127.0363436
37.6365381,127.0363436
37.6364768,127.0365597
37.6361089,127.0367457
37.6360737,127.0368481
37.6358006,127.0365004
37.6357742,127.0365801
37.6358428,127.03616
37.6360571,127.0359193
37.6360039,127.0360219
37.6360188,127.0356365
37.6356018,127.036435
37.6360412,127.0361801
37.6361923,127.0359175
37.6360618,127.036497
37.6358376,127.0366246
37.635511,127.0352465
37.635638,127.0353468
37.6352785,127.0354648
37.6355901,127.0350075
37.6357621,127.035096
37.635228,127.035896
37.6351189,127.0357841
37.6350841,127.0359318
37.6353041,127.0352832
37.6352064,127.0354657
37.6350871,127.0351953
37.6350263,127.0354794
37.6349932,127.035831
37.6355577,127.0354498
37.6355577,127.0354498
37.6354486,127.0254468
37.6353591,127.0266149
37.635333,127.0256296
37.6357161,127.0272901
37.6355939,127.0277676
37.6357274,127.0275732
37.6354826,127.0262961
37.6351514,127.025462
37.6352361,127.0259027
37.6354256,127.0259343
37.6354142,127.0267389
37.6352521,127.0267523
37.6355866,127.0268839
37.6356056,127.0259093
37.6352199,127.0272172
37.635382,127.0272038
37.6356161,127.0271894
37.635554,127.0273035
37.6352209,127.0273419
37.6353842,127.0274757
37.635478,127.0279277
37.6352979,127.02793
37.6351242,127.0276264
37.6362495,127.0275098
37.6361884,127.0277485
37.6362082,127.0279635
37.6362082,127.0279635
37.6364035,127.0276097
37.6359299,127.0280918
37.6360074,127.0276489
37.6358687,127.0272201
37.6358764,127.0270614
37.6358472,127.0268012
37.6365179,127.0272797
37.6362756,127.0273961
37.6361755,127.0272728
37.6363998,127.0271566
37.6361747,127.0271822
37.6363346,127.0269081
37.6361263,127.0267749
37.6362873,127.0266255
37.6358983,127.027537
37.6359867,127.0273319
37.6360621,127.0266398
37.6365111,127.0264526
37.6366566,127.0266094
37.6369384,127.0269116
37.636876,127.0270031
37.6365869,127.0269049
37.6366622,127.0262014
37.6367958,127.0260184
37.6368966,127.026221
37.6369426,127.0263337
37.6370807,127.0266945
37.637454,127.0260665
37.6372908,127.0259439
37.6360454,127.0246119
37.6368467,127.0256325
37.6368815,127.0254734
37.6370997,127.0257198
37.637156,127.025991
37.636465,127.0252296
37.6362462,127.0249265
37.6362462,127.0249265
37.6365922,127.0253639
37.6366452,127.0252272
37.6357586,127.0247969
37.6357441,127.0252276
37.6360064,127.0253489
37.6360792,127.0254386
37.6359358,127.0255197
37.6358458,127.0255436
37.636134,127.0255171
37.6361808,127.0257318
37.63638,127.0258538
37.6364869,127.0257052
37.636497,127.025841
37.6365347,127.0260331
37.6363635,127.0260353
37.636294,127.0263535
37.6359018,127.0257694
37.6359918,127.0257569
37.636186,127.0263662
37.6358529,127.0264046
37.6358529,127.0264046
37.6361396,127.0261969
37.6360405,127.0261982
37.6357783,127.0260883
37.6360215,127.0260851
37.6359928,127.0258816
37.6353119,127.0241683
37.6351579,127.0240683
37.6368085,127.0352524
37.6368085,127.0352524
37.6368085,127.0352524
37.63654,127.0354711
37.6362765,127.0352026
37.6365268,127.0349615
37.6368257,127.0351502
37.6365712,127.0348816
37.636605,127.0345979
37.6366953,127.0357297
37.6363933,127.0351558
37.6363537,127.0347258
37.6367122,127.0355936
37.6361031,127.0349329
37.6362991,127.0346585
37.6360525,127.0342538
37.6373302,127.0329343
